Falsevin,RA_GENDER,RA_MARITALSTATUS,RA_VEH_USE,RA_EXPOSURE_TIME,RA_DISTANCE_DRIVEN,RA_NBTRIP,RA_HOURS_DRIVEN,RA_ACCIDENT_IND
8524,1,0,2,0.4082191781,6891.4,786,11790,0
8524,2,0,2,0.4082191781,7216.1,828,12420,0
8526,1,1,1,1.002739726,9697.5,1773,15957,0
8526,1,1,1,0.495890411,7401.3,1006,10060,0
8527,2,1,1,0.2794520548,3514.7,364,7644,0
8527,2,1,1,0.7123287671,4909,1186,13046,0
8527,2,1,1,1,10971.5,1353,25707,0
8528,1,1,1,0.501369863,13079.3,861,13776,0
8528,1,1,1,0.5232876712,10742.5,790,11850,0
8528,1,1,1,0.501369863,9658,730,10950,1
8529,2,0,1,0.9890410959,12917.6,1595,20735,0
8529,2,0,1,0.4082191781,6197.7,722,9386,0
8530,2,0,1,1.002739726,7625.6,1304,13040,0
8530,2,0,1,0.898630137,6908.7,1262,13882,0
8530,1,0,1,0.495890411,3796.6,619,6190,0
8531,1,1,1,1.002739726,12224.3,2190,24090,0
8531,1,1,1,0.8849315068,15677.1,2025,24300,0
8531,1,1,1,0.3287671233,3886.2,650,6500,0
8532,1,0,2,0.4109589041,2508.9,535,5350,0
8532,1,0,2,0.504109589,2150.8,499,4491,0
8532,1,0,2,0.498630137,2137.3,519,4671,0
8532,1,0,2,0.3287671233,1188.1,325,2925,0
8534,1,1,2,0.2904109589,4318.5,393,5109,0
8534,1,1,2,0.495890411,8960.8,671,10065,0
8536,2,0,2,1.002739726,5583,1669,20028,0
8536,2,0,2,1,7774,1769,24766,0
8536,2,0,2,0.3287671233,2082.9,787,9444,0
8537,2,1,1,0.498630137,7950.9,441,8820,0
8537,2,1,1,0.4136986301,7108.2,474,8532,0
8537,2,1,1,0.4630136986,6147,362,6516,0
8538,2,1,1,0.9506849315,19224.6,1484,19292,0
8538,2,1,1,1.002739726,18516.9,1408,18304,0
8538,2,1,1,0.495890411,7871.1,697,8364,0
8539,1,0,1,0.501369863,1378.4,652,3912,0
8539,1,0,1,0.501369863,1152.9,678,3390,0
8539,1,0,1,0.501369863,1391.3,652,3912,0
8540,2,0,2,0.5150684932,5655.2,1233,12330,0
8540,2,0,2,0.8273972603,9296.2,1980,19800,0
8540,2,0,2,1,11243.1,2341,25751,0
8541,1,0,1,0.3287671233,7424.1,667,8671,0
8541,2,0,1,1.002739726,23593.7,2034,26442,0
8542,1,1,1,0.9890410959,14109.4,1492,16412,0
8542,1,1,1,0.4136986301,3732.7,366,4026,0
8543,2,0,1,0.4136986301,8794.2,538,8608,0
8543,2,1,1,1.002739726,28621,1304,24776,0
8544,1,1,1,0.504109589,7969.4,918,10098,0
8544,1,1,1,0.4191780822,7209.6,851,8510,0
8545,2,0,2,1.002739726,9035.2,1356,14916,0
8545,2,0,2,0.4136986301,9488.4,775,13175,0
8547,1,1,1,0.8273972603,7237.5,1205,13255,0
8547,1,1,1,0.9424657534,6997.9,1226,13486,0
8548,1,1,2,0.4136986301,4091.9,624,5616,0
8548,1,1,2,0.3945205479,2807,452,4068,0
8548,1,1,2,0.498630137,3848.3,597,5373,0
8550,1,0,1,0.4,7679.2,1103,12133,0
8550,2,0,1,0.4410958904,12325.7,1239,16107,0
8552,1,0,1,0.9369863014,29789.9,2193,37281,1
8552,1,0,1,0.6630136986,8526.4,931,9310,0
8552,1,0,1,1.002739726,18565.7,1773,23049,0
8555,1,0,1,0.498630137,4598.5,649,9735,0
8555,1,0,1,0.504109589,4989.1,708,9204,0
8557,2,0,2,1.002739726,4163.7,730,7300,0
8557,2,0,2,1,4329.8,781,8591,0
8557,2,0,2,0.4109589041,1308.2,257,2313,0
8558,1,1,1,1.002739726,11005.4,1721,17210,1
8558,1,1,1,0.9835616438,13500.5,1893,18930,0
8559,1,0,1,0.997260274,14048.4,2075,29050,0
8559,1,0,1,0.5808219178,9796,1299,20784,0
8562,1,0,1,1.002739726,21330.4,1669,26704,0
8562,1,0,1,0.898630137,14684.2,1356,20340,0
8562,1,0,1,0.495890411,10028.8,826,12390,0
8563,2,0,2,0.3616438356,10305.3,1129,13548,0
8563,2,0,2,0.4191780822,12930.2,1308,17004,0
8563,2,0,2,0.504109589,18027.3,1573,20449,0
8564,2,0,1,0.8931506849,9590.7,1765,21180,0
8564,3,0,1,0.495890411,8512.8,1212,16968,0
8565,1,1,1,0.4164383562,6845.1,758,10612,0
8565,1,1,1,0.4136986301,6136.3,560,8960,0
8566,2,0,1,0.9232876712,26513.4,1729,29393,0
8566,2,0,1,1.002739726,8961.7,783,10179,0
8567,1,1,2,0.3917808219,1860.4,815,5705,0
8567,1,1,2,0.498630137,2600.2,1038,7266,0
8567,1,1,2,0.504109589,4978.3,1573,9438,1
8567,1,1,2,0.504109589,4349.3,1468,8808,0
8569,2,0,1,1.002739726,19750.6,2399,28788,0
8569,2,0,1,0.2794520548,6310.9,611,7943,0
8571,1,0,2,0.997260274,10197.2,1245,13695,0
8571,1,0,2,0.5808219178,5653.5,1027,9243,0
8572,2,0,2,0.4136986301,951.7,259,1295,0
8572,2,0,2,0.7424657534,2843.6,657,3285,0
8572,2,0,2,0.9232876712,3363.3,769,3845,0
8573,1,0,2,0.498630137,3380.3,545,5450,0
8573,3,0,2,0.504109589,4576.8,525,5250,0
8574,2,1,1,0.4794520548,4270.3,624,8736,0
8574,2,1,1,0.501369863,4479.9,991,11892,0
8574,2,0,1,0.501369863,7290.1,1356,20340,0
8574,2,0,1,0.495890411,7677.9,1109,17744,0
8577,2,1,2,0.997260274,6258.9,1297,15564,0
8577,2,1,2,0.495890411,3439.9,748,9724,0
8579,2,0,1,1.0246575342,22973.9,1066,18122,0
8579,2,0,1,0.3287671233,8752.5,428,6848,0
8580,2,1,1,0.895890411,22500.6,1305,24795,0
8580,2,1,1,0.4136986301,8965.4,560,9520,0
8582,2,0,2,0.7479452055,15050,1323,27783,0
8582,2,0,2,0.3726027397,7230.9,756,16632,0
8582,2,0,2,1.002739726,20922,1930,40530,0
8583,2,0,1,0.6273972603,15944.2,849,17829,0
8583,2,0,1,1,23809.8,1197,26334,0
8583,2,0,1,1.002739726,16828.8,1408,21120,0
8584,2,0,1,0.9178082192,5983.2,955,11460,0
8584,2,0,1,0.3178082192,2697.5,414,4968,0
8585,1,0,2,0.495890411,11065.3,1187,11870,0
8585,1,0,2,0.501369863,14494.8,1434,15774,0
8585,1,0,2,0.501369863,11560.7,1382,13820,0
8585,1,0,2,0.501369863,8219.3,1095,9855,0
8585,1,0,2,0.498630137,7567.9,934,9340,0
8588,1,0,1,0.498630137,4292.8,312,5928,0
8588,2,0,1,0.4136986301,3704,216,4536,0
8589,1,1,1,1,11554.4,937,15929,0
8589,1,1,1,0.6301369863,6361.3,492,8856,1
8591,1,0,1,0.3232876712,7412.4,505,9090,0
8591,1,0,1,1.002739726,18498,1200,24000,0
8592,2,0,1,0.9945205479,9363.9,1449,23184,0
8592,2,0,1,1.002739726,9903,1043,17731,0
8594,1,0,1,0.504109589,7245.6,708,10620,0
8594,1,0,1,0.498630137,3939.5,493,6409,0
8594,1,0,1,0.3232876712,3983.5,421,5894,0
8598,1,1,2,1,2459.2,521,4689,0
8598,1,1,2,0.9095890411,2417.7,379,4169,0
8599,2,0,1,0.9150684932,15491.8,1856,27840,0
8599,2,0,1,1.002739726,11886.7,1356,21696,0
8599,2,0,1,0.5808219178,10226.9,1058,19044,0
8600,1,1,2,0.7397260274,8310.7,731,13158,0
8600,1,1,2,0.9917808219,7801,774,12384,0
8601,3,0,2,0.3232876712,5620.2,354,5310,0
8601,1,0,2,0.498630137,6291.5,571,6852,0
8601,1,0,2,0.504109589,5893.7,499,5988,0
8605,2,1,1,0.4301369863,3405.6,515,5150,0
8605,2,1,1,0.4191780822,3830,633,5697,0
8606,1,0,1,0.3534246575,3517.2,313,5321,0
8606,1,0,1,1.002739726,9673.5,939,14085,0
8606,1,0,1,0.6630136986,5502.3,552,7728,0
8607,1,1,1,0.501369863,3007,757,6813,0
8607,1,1,1,0.495890411,5449.5,1109,11090,0
8607,1,1,1,0.5178082192,3828,862,7758,1
8609,2,0,1,0.7616438356,8862,1307,15684,0
8609,2,0,1,1.002739726,12752.2,2138,23518,0
8613,2,0,1,0.9260273973,13448.7,1590,17490,0
8613,2,0,1,0.997260274,12260.1,1608,16080,0
8615,1,0,1,0.498630137,11311.1,908,17252,1
8615,1,0,1,0.504109589,9864.2,839,15941,0
8620,2,1,1,0.495890411,5830.4,723,12291,0
8620,1,0,2,0.9726027397,15406,1821,29136,0
8621,1,0,2,0.504109589,9416.6,1259,12590,0
8621,1,0,2,0.298630137,3555.6,653,6530,0
8623,2,0,2,1.0219178082,7692.9,1223,17122,0
8623,2,0,2,0.6630136986,4868,931,12103,0
8625,1,0,2,0.4,4758.4,437,7429,0
8625,2,1,1,0.4136986301,5268,431,8189,0
8626,2,1,1,0.9123287671,14364.1,854,16226,0
8626,1,0,1,0.304109589,1960.4,317,2853,0
8627,2,0,1,1,21230.2,2133,42660,0
8627,2,0,1,0.8273972603,15035.6,2152,34432,0
8627,2,0,1,0.7342465753,15513.1,1680,31920,0
8628,1,1,2,0.9726027397,10858.7,1214,16996,1
8628,1,1,2,0.5808219178,8672.1,967,13538,0
8629,1,1,1,0.501369863,3932.1,548,7124,0
8629,1,1,1,0.7479452055,5166,739,8868,0
8631,2,0,1,0.495890411,11059.3,980,12740,0
8631,1,0,1,0.501369863,15134.5,1200,18000,0
8631,1,0,1,0.501369863,12783.2,1408,15488,0
8631,1,0,1,0.2876712329,6846,793,8723,0
8634,1,0,2,0.4136986301,3847.1,560,7840,0
8634,1,0,2,0.498630137,4001.9,649,9086,0
8634,1,0,2,0.495890411,5095.4,774,10836,0
8634,1,0,2,0.5150684932,4685.5,804,10452,0
8634,1,0,2,0.504109589,4303.8,603,9045,0
8636,1,0,1,0.6630136986,8144.6,1345,13450,0
8636,1,0,1,0.9260273973,12706.7,1830,21960,0
8637,2,0,1,0.9178082192,20182.7,1432,20048,0
8637,2,0,1,0.9123287671,7146.4,1281,10248,0
8640,2,0,1,0.6465753425,14982.4,841,16820,0
8640,2,0,1,0.5808219178,14607.1,876,15768,0
8641,1,1,1,0.8931506849,27469.8,1115,23415,0
8641,1,1,1,0.5808219178,27101.7,1209,24180,0
8642,1,0,1,0.3123287671,4435.4,536,6432,0
8642,1,0,1,0.495890411,6855.4,800,10400,0
8642,1,0,1,0.504109589,6481.6,839,10068,0
8642,1,0,1,0.498630137,6102.6,908,10896,0
8642,1,0,1,0.504109589,6780.6,997,10967,0
8644,2,1,2,0.4520547945,2117.9,283,3396,0
8644,2,1,2,0.501369863,1520.4,209,2926,0
8645,2,1,1,1.0164383562,14983.8,1692,20304,0
8645,2,1,1,0.5808219178,7343.5,937,11244,0
8646,2,1,1,0.997260274,24215.6,2127,29778,0
8646,2,1,1,0.5397260274,13761.1,1039,15585,0
8649,1,1,2,0.504109589,3095.7,577,5193,0
8649,1,1,1,0.501369863,3869.9,522,5220,0
8649,1,1,2,0.498630137,3033.2,208,3328,0
8652,2,0,2,0.9315068493,12586.9,2907,23256,0
8652,1,0,2,0.4136986301,4274.5,1205,8435,0
8653,2,0,2,0.501369863,7593.3,1043,13559,0
8653,2,0,2,0.501369863,5879.5,913,13695,1
8653,2,0,2,0.5287671233,8333.3,1183,16562,0
8655,1,1,1,1,34277.6,3121,37452,1
8655,1,1,1,1.002739726,30432.6,3129,37548,0
8655,1,1,1,0.3287671233,11624.7,1026,11286,0
8656,2,0,1,0.9808219178,17393,2092,33472,0
8656,2,0,1,0.6630136986,14048.9,1207,22933,0
8657,1,0,2,0.4493150685,3926.6,374,4488,0
8657,1,0,2,0.4191780822,4232.8,284,4544,0
8657,2,0,2,0.3287671233,1525.3,257,1799,0
8657,1,0,2,0.498630137,7114.8,467,7472,0
8658,1,1,2,0.3643835616,1366.9,323,2907,0
8658,1,1,2,0.4136986301,2591.9,474,4740,0
8660,1,1,2,0.504109589,5524.1,866,11258,0
8660,1,1,2,0.3342465753,3863.1,626,7512,1
8660,1,1,2,0.504109589,5256.7,813,9756,0
8660,1,1,2,0.495890411,5065.1,800,10400,0
8660,1,1,2,0.498630137,5160.5,804,10452,0
8661,2,0,1,1,1347.7,729,5832,0
8661,2,0,1,1.002739726,1040.3,626,4382,0
8662,1,0,2,0.6630136986,7504.3,966,11592,0
8662,1,0,2,1.002739726,10740.1,1513,15130,0
8662,1,0,2,0.9424657534,11939.2,1667,16670,0
8663,2,0,1,0.501369863,17284.6,1434,21510,0
8663,2,0,1,0.501369863,11511.2,1095,15330,0
8663,2,0,1,0.5287671233,16951.1,1430,20020,0
8664,1,0,1,0.9123287671,18266.8,1851,20361,0
8664,2,1,1,0.4821917808,8665.3,853,9383,0
8664,1,0,1,0.9178082192,18064.7,1766,19426,0
8666,1,1,1,0.9643835616,10964.9,1505,22575,0
8666,1,1,1,0.9260273973,11867.5,1301,24719,0
8667,2,0,1,1.002739726,26755.5,2503,27533,0
8667,2,0,1,0.5424657534,11942.1,1242,13662,0
8668,2,1,2,1.0109589041,20595.7,2682,40230,0
8668,2,1,2,1.002739726,23012.9,2816,45056,0
8670,2,0,2,0.5178082192,5398.1,539,7546,0
8670,2,0,2,0.3917808219,5144.8,469,6566,0
8672,2,1,1,0.7671232877,7395.4,2394,14364,0
8672,2,1,1,0.6630136986,5762.8,2069,10345,0
8674,1,1,1,0.997260274,31646.3,1297,31128,0
8674,1,1,1,0.495890411,16653.9,671,18117,0
8675,2,0,1,0.9123287671,30576.2,1471,38246,0
8675,2,0,1,0.8547945205,30349.1,1512,37800,0
8676,1,0,2,0.7479452055,6895,778,10892,0
8676,1,0,1,0.295890411,4990.4,339,6441,1
8677,1,1,2,1.002739726,21280.7,2868,45888,0
8677,1,1,2,0.495890411,10283.6,1212,19392,0
8677,1,1,2,1.0164383562,7505.9,1533,16863,0
8678,1,1,2,0.9808219178,16428,1837,36740,0
8678,1,1,2,0.6630136986,12720,1483,31143,0
8681,1,1,1,0.4575342466,7253.3,1143,10287,0
8681,1,1,1,0.501369863,9086.2,1122,11220,0
8681,1,1,1,0.501369863,7120.8,1226,11034,0
8684,1,1,1,0.498630137,3857.2,597,7761,0
8684,1,1,1,0.504109589,3226.8,499,6986,0
8684,1,1,1,0.4136986301,3057.6,495,6435,0
8686,2,0,0,0.3287671233,6848.8,377,7917,0
8686,1,0,0,0.7534246575,11375.5,902,15334,0
8687,2,0,1,0.6849315068,18408,784,20384,0
8687,2,0,1,0.7479452055,18271.9,739,20692,0
8688,1,1,2,0.4849315068,1246.8,278,2780,0
8688,1,1,2,0.504109589,1394.5,289,2890,0
8689,1,0,2,0.6630136986,9444.5,690,10350,0
8689,1,0,2,0.3479452055,4469.8,399,6384,0
8690,2,0,2,0.9589041096,6573.7,699,9087,0
8690,2,0,2,0.6219178082,4340.1,356,5696,0
8692,2,0,1,1,19712.5,2705,29755,1
8692,2,0,1,0.997260274,15931.8,2334,23340,1
8693,1,0,2,0.9424657534,18915.5,1961,23532,0
8693,1,0,2,0.9123287671,18592.6,1613,25808,0
8694,1,0,2,1,15358.8,1405,29505,1
8694,2,1,2,1.002739726,15421.4,1095,20805,0
8694,1,0,2,0.3616438356,4947.8,659,12521,0
8696,1,1,1,0.4136986301,4110.9,431,4741,0
8696,1,1,1,0.498630137,3941.4,545,4905,0
8696,1,1,1,0.4547945205,3088.8,544,4352,1
8696,1,1,1,0.504109589,4525.5,603,5427,0
8697,1,1,2,1.002739726,6107.3,1565,9390,0
8697,1,1,2,0.6136986301,3998.4,990,5940,0
8699,1,1,2,1,2300.9,573,7449,0
8699,1,1,2,0.8,1942.7,333,4329,0
8702,1,0,1,0.4438356164,3406.2,624,6864,0
8702,1,0,1,0.504109589,4174.6,944,8496,0
8703,2,0,2,0.7616438356,12789.9,1545,18540,0
8703,2,0,2,0.3287671233,6003.7,548,7672,0
8705,1,1,1,0.8712328767,17206.7,952,20944,0
8705,1,1,1,1.002739726,16730.2,1356,23052,0
8706,1,1,1,0.397260274,1106.2,455,2730,1
8706,1,1,1,1.002739726,4317.7,1565,10955,0
8706,1,1,1,0.4136986301,2170.9,624,4368,0
8709,2,1,1,0.504109589,5774.7,839,7551,0
8709,2,1,1,0.4931506849,5243.8,770,6930,0
8709,2,1,1,0.498630137,8493.9,856,10272,0
8709,1,1,1,0.3287671233,5867.6,667,7337,0
8710,2,0,1,0.495890411,13697.3,1032,15480,0
8710,2,0,1,1.002739726,28661.4,2138,32070,0
8710,2,1,1,0.9123287671,22836.4,1898,28470,0
8711,1,1,1,0.7479452055,21329,1362,23154,0
8711,1,1,1,1.0575342466,21296.6,1870,26180,1
8712,2,0,2,0.9753424658,14649.6,1978,23736,0
8712,2,0,2,0.3287671233,5232.9,667,8004,0
8713,1,0,1,1.002739726,20830,1669,28373,0
8713,2,0,1,0.6630136986,13970.2,1242,19872,0
8713,1,0,1,0.8465753425,15810.2,1145,20610,0
8715,1,0,1,0.4136986301,6481.4,1119,10071,0
8715,1,0,1,1.002739726,12566.2,2243,20187,0
8717,2,0,2,0.5945205479,5385.4,619,6809,0
8717,2,0,2,1.002739726,6084.7,1252,10016,0
8719,2,1,1,0.501369863,10326.8,600,12000,0
8719,2,1,1,1.002739726,20863.8,1148,25256,1
8720,2,1,1,0.8630136986,16601.1,1302,16926,0
8720,2,1,1,0.7479452055,15583.1,1167,16338,1
8722,2,1,1,0.6410958904,11467.1,867,12138,0
8722,2,1,1,1.002739726,26948.9,1721,27536,0
8722,2,1,1,0.4136986301,15466.9,753,14307,0
8723,1,0,1,0.3945205479,17794.5,1190,16660,0
8723,1,0,1,1,39975.9,1925,32725,0
8724,1,0,1,0.6054794521,20012.6,819,17199,0
8724,2,0,1,0.3287671233,12784.1,530,10070,0
8726,1,1,2,1.002739726,15658.4,991,12883,1
8726,1,1,2,0.4520547945,10216.4,706,9178,0
8726,1,1,2,0.495890411,6970.3,465,6045,0
8730,1,0,1,0.9643835616,13510.7,1555,18660,0
8730,1,0,2,0.6630136986,10243.2,759,11385,0
8730,1,0,1,1.002739726,9213.3,1095,14235,0
8731,2,1,1,0.498630137,4670.3,519,7785,0
8731,2,1,1,0.501369863,6894.6,809,9708,0
8731,2,1,1,0.501369863,12198.2,887,14192,0
8731,2,1,1,0.501369863,8797.3,678,10848,0
8732,2,1,1,0.3315068493,4987.6,449,5388,0
8732,2,1,1,0.5808219178,14054.2,1390,15290,0
8733,1,1,2,0.7452054795,11075.2,737,11792,0
8733,1,1,2,1.002739726,14237.3,1252,20032,0
8735,2,0,1,0.9589041096,31304.1,1397,29337,1
8735,2,0,1,0.6630136986,21846.9,931,20482,0
8740,2,1,1,1.002739726,46775,2816,45056,0
8740,2,1,1,1,44832.6,2913,43695,0
8740,2,1,1,0.3287671233,21212.2,907,18140,0
8742,2,1,1,0.504109589,5354.4,236,4484,0
8742,2,1,1,0.504109589,7759.4,210,6090,1
8742,2,1,1,0.4904109589,12209.3,383,9575,0
8742,2,1,1,0.498630137,2335.8,182,2184,0
8746,2,0,1,0.698630137,11197.7,727,15267,0
8746,1,0,1,0.3287671233,5843.9,411,7809,0
8747,2,0,1,1.0273972603,34751.5,1550,38750,0
8747,2,0,1,0.9123287671,25455.3,949,27521,0
8748,2,1,1,1.002739726,16483.7,1460,21900,0
8748,2,1,1,0.495890411,7453.4,697,9758,0
8748,2,1,1,0.9479452055,18879.9,1676,28492,0
8749,2,1,1,1.002739726,22934.7,2034,26442,0
8749,2,1,1,0.6164383562,14801.9,1251,15012,0
8750,2,1,1,0.6630136986,22527,1897,28455,0
8750,2,1,1,0.9397260274,34180.4,2786,41790,0
8751,2,0,1,0.9945205479,29383.3,2173,41287,0
8751,1,0,1,0.3397260274,8033.9,619,11142,0
8752,2,0,1,1.0054794521,14058.9,1569,23535,0
8752,2,0,1,0.6630136986,21674.2,1242,23598,0
8753,2,0,1,0.298630137,4713.9,296,6216,0
8753,2,0,1,0.997260274,15770.6,986,20706,0
8756,2,0,1,0.9479452055,28634.6,1184,24864,0
8756,2,0,1,0.3287671233,7476.1,496,6944,0
8758,2,1,1,0.997260274,28824.2,2282,29666,0
8758,2,1,1,1.002739726,26594.2,2295,27540,0
8758,2,1,1,0.3287671233,9755.8,719,10066,0
8759,1,1,1,0.4602739726,8926.7,623,16821,0
8759,1,1,2,1.002739726,15385.3,1148,26404,0
8760,1,0,2,1.0109589041,11557.3,2156,23716,0
8760,1,0,2,0.4712328767,5232.2,981,10791,0
8761,2,0,1,0.5808219178,15152.2,1813,23569,0
8761,2,0,1,0.9890410959,26221.8,2521,37815,0
8761,2,0,1,1.002739726,27344.9,2868,37284,0
8762,2,0,1,0.498630137,2902.9,545,4360,0
8762,2,0,1,0.4054794521,1523,232,1856,0
8762,2,0,1,0.504109589,2987.8,525,4200,0
8763,2,0,2,0.4219178082,3077.8,615,6150,0
8763,2,0,2,0.997260274,6309.6,1193,11930,0
8764,2,1,1,0.7369863014,14182.9,1610,24150,0
8764,2,1,2,0.4547945205,14481.2,876,19272,0
8768,2,1,1,0.3287671233,3738.3,599,5990,0
8768,2,1,1,0.4493150685,5643.5,748,8228,0
8769,1,0,1,0.6630136986,11305.7,1276,17864,0
8769,1,0,1,1.002739726,21159,2190,30660,0
8770,1,1,2,0.501369863,3116.6,1043,6258,0
8770,1,1,2,0.501369863,4015.5,1069,6414,0
8770,1,1,2,0.501369863,3084.9,965,5790,0
8770,1,1,2,0.3698630137,2108,693,4158,0
8771,1,0,1,0.8191780822,21278.5,1790,32220,0
8771,1,0,1,0.6630136986,17408.2,1207,24140,0
8774,2,0,1,0.3287671233,8470.7,719,10785,0
8774,2,0,1,1.002739726,21759.7,1721,25815,0
8775,1,1,1,0.6191780822,12476.5,741,19266,0
8775,1,1,1,0.5890410959,11306.6,613,17164,0
8778,2,1,2,1.0191780822,23202.8,3180,25440,0
8778,2,1,2,0.997260274,25880,3112,24896,0
8779,1,1,1,0.498630137,6968.8,778,7780,1
8779,1,1,1,0.5095890411,8138.3,901,9010,0
8779,1,1,1,0.501369863,9108.7,1017,9153,0
8779,1,1,1,0.501369863,8500.6,783,8613,0
8779,1,1,1,0.495890411,9188.1,826,9086,0
8783,1,0,1,0.4602739726,8376.2,766,12256,0
8783,1,0,1,0.4164383562,6948.3,585,9360,0
8783,1,0,1,0.501369863,7709.1,600,10200,0
8784,1,1,2,1.002739726,13840.7,1773,17730,1
8784,1,1,2,0.3287671233,7776.7,787,8657,0
8784,1,1,2,0.9863013699,16346.3,2103,18927,0
8785,1,1,1,0.997260274,18287.7,1193,25053,0
8785,1,1,1,0.9452054795,21103.8,1131,20358,0
8786,1,1,1,0.5424657534,17034.5,875,18375,0
8786,1,1,1,0.501369863,9867.8,678,10170,0
8786,1,1,1,0.501369863,11984.1,522,13050,1
8786,1,1,1,0.501369863,22551.7,1017,22374,0
8788,1,0,1,0.6657534247,9869.6,1143,12573,0
8788,1,0,1,0.495890411,6604.5,723,8676,0
8789,1,1,1,0.9506849315,18444.1,1632,24480,0
8789,1,1,1,1.002739726,22523.1,1565,28170,0
8790,1,0,1,0.698630137,5097.1,800,8000,0
8790,1,0,1,0.495890411,3538,439,4829,0
8792,2,1,2,0.501369863,1901.3,418,4598,0
8792,2,1,2,0.501369863,2037.6,470,4700,0
8792,2,1,2,0.5150684932,3119.6,617,8021,0
8792,2,1,2,0.501369863,2277.2,444,4884,0
8794,2,1,1,0.9945205479,25398.6,2379,33306,0
8794,2,1,1,0.3342465753,8801.8,817,11438,0
8795,1,1,1,1.002739726,20946.1,1878,24414,0
8795,1,1,1,1,21595.3,2081,24972,0
8796,1,1,2,0.501369863,9429.2,1226,11034,0
8796,1,1,2,0.501369863,10088.3,1356,12204,0
8796,1,1,2,0.501369863,11007.9,1174,14088,0
8797,1,1,1,0.5616438356,10967.8,964,17352,0
8797,1,1,1,0.8712328767,16589,2175,26100,0
8798,1,0,1,0.3287671233,11643.5,787,16527,0
8798,1,0,1,0.9150684932,27979.3,1999,39980,0
8799,2,0,2,0.4054794521,2145.1,254,3810,0
8799,1,0,2,1.0164383562,4604.9,635,8890,0
8800,1,1,1,0.6630136986,24479.1,1586,28548,0
8800,1,1,1,0.3726027397,9706.8,737,11792,0
8801,2,1,1,0.3260273973,4075.7,306,5814,0
8801,2,1,1,0.9616438356,28793.1,1651,33020,0
8804,1,1,1,1.002739726,17008.4,1721,25815,0
8804,1,1,1,0.4136986301,6648.9,646,9690,0
8804,1,1,1,1,16853.2,1769,24766,0
8805,1,1,2,0.695890411,10867.6,1122,16830,0
8805,1,1,2,0.3424657534,4934.7,499,6986,1
8806,1,1,1,0.7479452055,5317.4,973,7784,0
8806,1,1,1,0.6547945205,3460,716,5728,0
8808,2,0,1,1.002739726,8471.2,1304,14344,0
8808,2,0,1,0.9178082192,6026.9,1146,12606,1
8808,2,0,1,0.4136986301,8202.8,667,11339,2
8809,1,0,1,0.501369863,10397.4,704,10560,0
8809,1,0,1,0.501369863,9674.5,730,10950,0
8809,1,0,1,0.3671232877,6798,497,7952,0
8809,1,0,1,0.501369863,9869.4,704,10560,0
8811,1,1,1,0.5342465753,9173.9,1084,15176,0
8811,1,1,1,1.002739726,20279.5,1982,27748,0
8811,2,1,1,0.495890411,6924.5,774,11610,0
8813,2,1,1,0.8301369863,25038,1037,22814,0
8813,2,1,1,0.6630136986,12076.7,518,10360,0
8814,2,0,1,0.4136986301,2782.6,775,6200,0
8814,2,0,1,0.498630137,3160.1,908,6356,0
8815,1,0,1,0.8767123288,13404.5,1095,17520,0
8815,2,0,1,0.4136986301,6006.4,452,7232,0
8820,1,0,1,0.3424657534,4823.1,695,6950,0
8820,1,0,1,0.997260274,22577.5,2179,28327,0
8821,2,1,2,0.8657534247,13728.5,1351,16212,1
8821,2,1,2,0.8273972603,12732.1,1549,17039,0
8822,2,0,2,0.4794520548,1593.2,424,4664,0
8822,2,0,2,0.504109589,1773.4,603,6030,0
8822,2,0,2,0.498630137,1690.2,597,5373,0
8822,2,0,2,0.504109589,2037.6,630,6300,0
8822,2,0,2,0.495890411,1639.2,490,5390,0
8823,1,1,2,0.3534246575,8119.5,1103,12133,0
8823,1,1,2,0.4136986301,10527.8,1291,12910,0
8824,2,1,1,0.9835616438,13687.9,1893,18930,1
8824,3,1,1,0.495890411,12699.3,1445,17340,0
8825,1,0,1,0.6109589041,15708.8,827,15713,0
8825,2,0,1,0.3287671233,4808.4,377,4901,0
8829,1,0,1,0.997260274,27995.9,3112,46680,0
8829,1,0,1,0.4136986301,13964.1,1291,21947,0
8830,2,0,1,0.9698630137,14014.5,1967,23604,0
8830,2,0,1,0.6630136986,12534.6,1655,18205,0
8834,2,0,1,0.8794520548,24980.3,1372,26068,0
8834,2,0,1,0.495890411,16178.8,826,16520,0
8835,2,1,1,0.4136986301,11115.6,624,13728,0
8835,2,1,1,0.498630137,11298.8,727,15267,0
8836,1,0,1,0.6739726027,16931.5,1297,16861,0
8836,1,0,1,1.002739726,19927.5,1825,20075,1
8837,2,1,1,0.4794520548,6846.4,898,8980,0
8837,2,1,1,0.8109589041,12024.7,1266,13926,0
8838,2,0,2,1.002739726,19105.1,1200,18000,0
8838,2,0,2,0.4054794521,8508.7,591,8274,0
8838,2,0,2,0.4191780822,8224.2,589,7657,0
8840,1,0,1,0.8383561644,27308,654,18966,0
8840,2,0,1,0.495890411,3081,78,2106,0
8842,1,1,2,0.895890411,9955.9,1398,18174,0
8842,2,1,2,0.495890411,5454.4,697,9758,0
8843,1,1,1,0.5726027397,14838.3,834,17514,0
8843,1,1,1,0.495890411,12130.5,748,13464,0
8844,2,1,2,0.9397260274,15006.8,1515,24240,1
8844,2,1,2,0.9945205479,21166.4,1862,29792,0
